Medicion,Aceleracion_X,Aceleracion_Y,Aceleracion_Z
1883,3.48,1.29,8.07
1884,2.09,0.54,10.14
1885,4.50,0.19,8.54
1886,2.74,-0.55,8.60
1887,3.51,1.29,9.25
1888,5.77,0.40,8.67
1889,0.99,0.18,10.32
1890,5.30,-0.08,6.43
1891,1.11,0.81,9.50
1892,4.75,0.65,9.06
1893,2.52,0.53,12.43
1894,2.87,-0.38,6.22
1895,4.98,0.66,8.39
1896,2.82,1.88,12.11
1897,2.98,1.58,10.97
1898,3.50,0.88,6.78
1899,5.03,0.19,7.45
1900,3.59,0.92,12.15
1901,3.37,-0.78,9.35
1902,2.73,0.22,10.95
1903,3.38,0.81,9.89
1904,3.52,1.16,11.02
1905,3.47,0.22,9.84
1906,3.28,0.87,9.09
1907,2.96,0.85,10.40
1908,3.98,0.46,12.20
1909,3.39,1.64,9.93
1910,3.36,0.85,9.63
1911,3.02,1.06,8.07
1912,2.79,1.53,8.87
1913,2.90,0.35,10.58
1914,3.72,1.30,6.80
1915,2.69,0.51,8.62
1916,3.26,-0.08,11.37
1917,3.37,0.67,8.44
1918,3.92,-0.59,7.29
1919,3.95,0.95,9.03
1920,3.44,-0.46,8.69
1921,3.34,1.70,8.77
1922,3.41,3.22,8.99
1923,2.95,1.36,8.48
1924,3.78,1.18,8.43
1925,2.56,-0.12,10.79
1926,3.32,-0.76,9.14
1927,3.69,0.92,9.73
1928,2.80,0.81,8.94
1929,3.67,0.02,10.81
1930,3.20,0.91,9.23
1931,3.82,-0.19,10.21
1932,3.77,0.33,7.18
1933,3.13,0.62,10.64
1934,2.83,0.37,9.37
1935,3.90,-0.10,4.94
1936,3.80,-0.45,9.96
1937,2.91,0.28,10.12
1938,3.75,1.64,7.81
1939,3.76,0.19,6.68
1940,3.04,1.19,5.26
1941,3.75,0.13,9.05
1942,4.53,0.58,9.38
1943,3.88,0.60,8.56
1944,4.21,-0.53,6.01
1945,3.58,1.00,5.69
1946,1.86,1.31,6.86
1947,3.16,1.58,7.38
1948,2.48,1.14,11.99
1949,3.13,0.86,7.51
1950,2.62,0.86,5.89
1951,3.65,-0.12,7.49
1952,2.87,-0.08,6.46
1953,3.20,1.77,12.00
1954,3.52,0.58,6.79
1955,2.83,0.44,9.45
1956,3.39,1.48,8.12
1957,4.06,1.25,9.47
1958,2.50,1.03,9.09
1959,2.79,1.57,11.32
1960,3.03,0.00,8.94
1961,3.88,1.88,7.95
1962,3.96,0.12,7.91
1963,2.65,-0.15,9.97
1964,3.62,-0.39,8.26
1965,4.04,0.48,7.36
1966,3.00,-0.34,10.44
1967,3.20,0.30,10.07
1968,3.49,1.08,11.37
1969,2.44,0.42,10.19
1970,2.76,1.07,7.14
1971,3.80,1.05,9.09
1972,3.03,-0.52,7.37
1973,3.48,0.02,9.85
1974,2.85,2.38,8.77
1975,3.18,1.71,10.88
1976,2.81,-0.26,7.89
1977,3.88,1.14,6.76
1978,2.78,-0.51,13.60
1979,9.65,-0.77,11.97
1980,0.96,-0.83,12.68
1981,3.12,0.94,10.24
1982,1.22,0.67,13.40
1983,0.96,0.51,8.03
1984,0.50,1.09,9.28
1985,1.51,1.39,9.07
1986,1.35,0.08,10.85
1987,1.51,-0.32,7.30
1988,1.70,0.80,8.08
1989,1.16,0.27,11.37
1990,1.94,1.38,9.54
1991,1.79,-0.22,11.13
1992,1.39,1.47,8.11
1993,0.55,0.61,8.84
1994,0.77,0.72,9.11
1995,0.40,1.67,10.47
1996,1.94,0.59,5.97
1997,1.02,1.24,12.44
1998,1.73,0.02,7.59
1999,1.65,-0.40,9.49
2000,0.51,0.34,9.74
2001,2.52,0.96,8.39
2002,0.58,-0.65,8.02
2003,2.38,0.68,9.76
2004,1.08,2.04,11.75
2005,1.09,0.31,9.26
2006,1.75,1.44,10.39
2007,0.38,0.57,11.94
2008,1.22,2.68,8.42
2009,1.25,0.29,9.73
2010,1.98,1.07,9.12
2011,1.91,-0.45,9.50
2012,0.93,0.13,8.80
2013,2.20,1.30,9.14
2014,1.73,0.76,8.66
2015,2.02,0.37,12.75
2016,1.18,0.42,8.65
2017,2.39,-0.13,12.07
2018,0.69,2.12,6.94
2019,1.58,-0.53,10.86
2020,0.58,0.26,9.20
2021,1.38,-0.75,11.83
2022,1.87,0.19,10.31
2023,1.55,0.42,10.17
2024,2.26,2.11,8.53
2025,0.19,-0.57,7.97
2026,0.71,0.62,8.46
2027,2.52,-0.51,10.45
2028,1.44,0.73,10.70
2029,1.37,0.79,8.62
2030,2.09,1.76,7.75
2031,1.87,0.96,11.82
2032,1.01,-0.22,8.80
2033,2.08,0.42,12.00
2034,1.66,0.52,12.80
2035,1.50,1.12,8.90
2036,1.33,0.80,10.73
2037,2.05,-0.53,8.36
2038,2.13,-0.73,10.07
2039,1.58,-0.54,8.53
2040,1.07,0.46,10.11
2041,1.60,1.02,9.23
2042,1.41,0.84,9.16
2043,1.79,-0.10,10.77
2044,1.18,-0.49,11.26
2045,2.34,2.15,9.21
2046,0.95,1.92,9.23
2047,0.89,1.54,9.99
2048,3.07,0.53,7.18
2049,2.59,1.52,7.12
2050,1.64,-1.30,8.03
2051,1.48,-1.31,8.87
2052,1.24,-0.64,6.13
2053,2.25,0.80,9.27
2054,1.37,-0.18,10.24
2055,1.30,0.81,7.37
2056,1.94,-0.10,7.08
2057,1.29,0.51,10.54
2058,1.70,2.44,10.83
2059,0.62,1.36,9.64
2060,1.00,1.53,9.56
2061,2.15,1.47,6.44
2062,1.78,1.08,10.34
2063,1.19,-0.48,10.36
2064,2.16,0.42,12.16
2065,1.43,0.56,9.08
2066,1.60,1.85,9.66
2067,0.92,1.14,9.84
2068,1.79,0.89,10.17
2069,2.24,0.03,9.71
2070,1.00,0.00,8.66
2071,1.22,1.64,9.28
2072,0.90,0.81,11.58
2073,1.87,-0.85,9.67
2074,2.04,0.89,8.58
2075,0.48,1.01,9.73
2076,2.05,0.25,7.10
2077,2.65,1.14,11.13
2078,1.51,-0.51,10.50
2079,1.02,0.98,9.42
2080,1.10,0.86,8.42
2081,1.27,0.96,9.77
2082,1.45,1.12,9.81
2083,1.36,1.27,12.21
2084,2.39,0.91,10.97
2085,1.40,1.71,8.81
2086,1.48,0.96,8.24
2087,0.99,1.38,8.20
2088,1.82,-0.02,9.39
2089,1.13,-0.30,10.22
2090,1.22,0.53,8.70
2091,0.93,-0.00,9.30
2092,1.96,1.21,7.88
2093,2.15,1.04,10.33
2094,0.84,1.33,11.85
2095,1.64,-0.41,9.31
2096,2.53,-0.79,8.50
2097,0.89,1.60,11.50
2098,1.65,-0.41,6.53
2099,1.93,1.32,9.84
2100,-1.22,0.32,11.94
2101,1.30,1.75,9.53
2102,2.99,0.47,9.24
2103,1.57,0.01,9.42
2104,1.47,-0.09,7.79
2105,1.61,-0.04,11.15
2106,1.11,0.56,11.85
2107,1.11,1.12,11.63
2108,1.72,1.24,9.64
2109,2.08,-0.27,8.37
2110,3.37,1.17,7.94
2111,0.96,2.09,11.23
2112,0.86,1.41,11.79
2113,1.83,-0.59,6.26
2114,1.19,0.48,10.07
2115,1.27,0.48,8.99
2116,0.82,1.76,11.61
2117,3.01,0.20,8.63
2118,1.95,1.82,11.34
2119,1.70,-0.42,9.74
2120,1.90,1.69,9.65
2121,1.49,0.40,10.24
2122,2.01,0.26,9.66
2123,0.17,-0.45,10.39
2124,2.36,1.12,9.98
2125,2.56,0.37,10.30
2126,5.54,1.71,10.01
2127,1.53,0.97,10.19
2128,1.98,1.30,8.59
2129,1.70,0.92,9.88
2130,1.44,0.24,10.42
2131,1.74,-0.38,10.43
2132,0.84,1.03,8.24
2133,1.14,2.61,10.21
2134,2.16,-0.36,8.28
2135,2.07,0.15,11.37
2136,2.32,0.68,8.84
2137,1.52,2.07,9.75
2138,1.64,1.32,9.16
2139,1.75,2.10,8.83
2140,1.26,0.80,8.53
2141,1.48,-0.35,10.73
2142,1.45,0.46,7.26
2143,1.44,0.82,8.75
2144,1.25,-0.74,10.71
2145,1.99,0.81,7.62
2146,1.43,-0.06,10.04
2147,1.56,1.52,10.27
2148,1.84,0.01,8.69
2149,1.83,0.92,8.46
2150,1.64,1.18,9.69
2151,1.99,0.94,8.22
2152,1.37,1.75,8.70
2153,2.06,1.16,9.95
2154,0.99,1.31,10.15
2155,1.19,0.36,10.66
2156,1.55,1.20,8.04
2157,1.04,2.21,7.94
2158,1.55,-0.07,10.02
2159,1.46,-0.17,11.27
2160,1.60,-1.67,10.74
2161,1.36,-0.95,10.74
2162,2.16,-0.88,10.69
2163,1.06,-0.82,9.49
2164,1.91,1.98,9.68
2165,1.78,0.94,9.64
2166,1.63,1.54,8.62
2167,1.56,2.67,9.77
2168,1.19,0.23,9.47
2169,2.03,1.92,9.82
2170,1.43,-0.76,9.02
2171,1.94,0.04,9.09
2172,0.94,1.52,10.82
2173,1.85,1.12,8.64
2174,2.09,0.60,9.66
2175,2.53,0.73,9.36
2176,2.39,0.56,9.38
2177,4.44,1.88,7.63
2178,1.52,1.75,11.31
2179,2.09,0.62,9.58
2180,2.89,0.77,10.37
2181,1.75,-0.31,8.56
2182,1.95,1.25,7.24
2183,1.63,1.72,9.45
2184,2.02,0.38,9.75
2185,1.83,-0.11,8.16
2186,1.80,-1.03,9.68
2187,1.50,1.06,9.34
2188,1.68,1.83,9.85
2189,1.09,0.99,9.11
2190,2.37,0.08,10.00
2191,1.98,0.94,7.99
2192,1.68,0.81,7.38
2193,1.83,1.62,9.69
2194,2.09,1.93,10.40
2195,1.63,2.27,10.17
2196,1.61,1.08,10.29
2197,2.24,0.38,8.40
2198,1.10,2.24,11.10
2199,1.67,1.26,7.92
2200,1.91,0.07,9.77
2201,2.09,-0.46,8.62
2202,2.26,1.31,7.95
2203,2.08,1.14,7.46
2204,2.02,0.75,9.64
2205,2.08,-0.39,8.97
2206,2.40,0.24,8.69
2207,2.57,1.12,11.63
2208,2.32,0.72,8.59
2209,2.02,1.26,9.85
2210,1.42,0.71,9.71
2211,1.12,0.98,11.83
2212,1.66,-0.55,9.39
2213,2.03,-0.51,9.58
2214,1.16,0.57,11.19
2215,2.74,0.64,7.10
2216,1.87,1.20,10.85
2217,2.22,0.53,9.72
2218,1.12,0.53,10.87
2219,1.30,0.48,8.46
2220,2.32,1.76,9.64
2221,2.30,0.03,9.52
2222,1.81,-0.25,9.09
2223,3.36,1.79,9.73
2224,1.24,0.18,9.91
2225,2.72,-0.22,9.19
2226,2.74,0.20,8.40
2227,3.08,0.53,7.59
2228,2.60,-0.43,7.87
2229,2.06,-0.25,8.01
2230,2.16,0.56,10.24
2231,2.81,0.04,10.58
2232,2.02,0.27,9.32
2233,1.93,1.15,11.40
2234,4.52,1.39,9.00
2235,2.89,1.30,10.23
2236,3.00,-0.10,7.64
2237,2.62,0.81,8.54
2238,3.69,0.99,8.95
2239,3.34,0.44,8.96
2240,3.27,2.55,9.59
2241,2.89,0.75,11.44
2242,2.84,0.50,10.47
2243,2.52,1.37,9.46
2244,3.49,-1.25,9.63
2245,3.59,0.40,11.32
2246,2.85,-0.20,8.77
2247,3.18,2.13,8.20
2248,2.95,-0.05,8.71
2249,2.34,1.75,10.68
2250,2.50,0.28,9.90
2251,2.87,1.47,8.71
2252,3.03,2.98,11.20
2253,3.17,1.30,10.27
2254,2.22,0.09,9.61
2255,0.11,1.09,10.45
2256,3.23,2.19,10.30
2257,3.58,1.14,6.76
2258,2.96,1.11,7.65
2259,4.07,1.50,8.76
2260,2.67,1.41,11.79
2261,3.74,1.13,4.96
2262,2.09,1.18,9.90
2263,2.83,1.27,9.20
2264,3.09,1.09,10.17
2265,2.92,0.09,9.54
2266,3.10,0.95,12.87
2267,3.26,-0.42,8.81
2268,2.46,0.64,8.22
2269,2.86,0.22,9.72
2270,2.63,0.21,8.94
2271,3.25,1.42,9.03
2272,2.77,0.40,9.18
2273,3.28,1.28,11.05
2274,2.66,-0.63,9.58
2275,3.47,1.00,9.44
2276,2.47,0.35,10.91
2277,2.04,-0.95,9.47
2278,1.93,0.12,11.05
2279,3.08,-0.01,10.55
2280,3.95,1.76,10.78
2281,2.35,1.62,10.26
2282,2.80,-1.12,9.85
2283,2.62,-0.62,7.96
2284,2.88,0.79,8.37
2285,3.65,0.78,9.61
2286,2.54,-0.08,9.37
2287,3.19,-0.71,8.94
2288,2.70,2.15,9.31
2289,3.36,1.45,8.04
2290,3.47,0.91,9.39
2291,3.34,2.23,9.22
2292,2.20,1.42,11.05
2293,3.45,1.76,9.68
2294,2.66,-0.13,9.96
2295,2.12,0.32,9.83
2296,2.34,0.68,9.99
2297,2.61,0.62,9.09
2298,2.02,0.09,11.32
2299,2.77,0.39,11.96
2300,3.49,1.61,11.34
2301,3.23,0.77,9.75
2302,3.89,2.68,9.20
2303,3.25,-0.10,10.13
2304,2.59,0.76,10.15
2305,2.64,0.85,9.43
2306,3.74,0.87,8.62
2307,4.35,1.50,10.29
2308,1.58,-0.05,10.90
2309,3.29,1.57,8.97
2310,3.14,0.63,7.86
2311,1.65,-0.17,10.73
2312,3.19,-0.47,9.68
2313,3.35,-1.18,10.16
2314,2.23,0.69,9.29
2315,3.53,0.78,10.17
2316,2.12,-1.05,9.75
2317,4.00,0.98,9.28
2318,2.06,0.55,8.71
2319,4.18,-0.07,9.41
2320,2.59,-0.59,9.13
2321,3.99,0.93,8.14
2322,1.89,-1.13,11.88
2323,4.11,0.50,7.57
2324,1.98,1.23,9.06
2325,2.60,-0.32,8.54
2326,4.08,0.49,9.50
2327,1.91,0.67,9.80
2328,2.39,-0.14,7.97
2329,4.03,0.46,8.56
2330,3.49,2.41,11.02
2331,0.57,0.54,11.39
2332,2.25,0.90,10.11
2333,4.09,0.12,5.48
2334,3.11,-0.73,8.77
2335,2.73,1.95,8.88
2336,1.87,0.85,9.01
2337,1.37,0.67,9.29
2338,2.92,1.05,8.68
2339,3.02,0.44,10.72
2340,3.86,-0.64,8.32
2341,2.80,-0.68,8.14
2342,2.49,0.21,7.65
2343,3.84,-0.28,9.22
2344,1.84,1.61,9.04
2345,3.32,0.02,9.45
2346,2.15,0.46,10.27
2347,2.59,0.36,9.32
2348,2.38,0.07,10.49
2349,3.38,-0.39,13.01
2350,3.64,0.80,12.42
2351,3.26,1.10,10.24
2352,2.68,0.26,10.41
2353,2.95,-1.06,10.69
2354,3.09,0.66,11.28
2355,3.52,0.81,6.23
2356,2.64,0.31,10.00
2357,2.42,0.52,9.00
2358,2.22,-0.65,9.85
2359,3.39,0.60,7.63
2360,1.72,-0.66,8.82
2361,3.36,0.78,9.40
2362,2.44,1.13,8.10
2363,3.64,-1.49,9.10
2364,1.31,0.51,11.16
2365,2.81,0.37,7.21
2366,1.54,0.62,10.83
2367,3.16,-0.04,8.54
2368,1.82,-0.58,9.25
2369,2.28,0.25,11.23
2370,3.97,2.86,5.91
2371,1.02,-1.55,11.26
2372,1.82,0.83,10.46
2373,2.51,0.39,8.27
2374,2.08,1.62,11.15
2375,1.67,1.60,7.50
2376,2.43,1.71,10.81
2377,1.19,-0.07,10.05
2378,4.46,0.58,10.11
2379,1.49,0.23,8.82
2380,-0.31,-1.57,12.27
2381,4.07,-0.06,7.73
2382,2.23,0.98,6.99
2383,0.70,-1.44,12.80
2384,3.32,1.03,9.35
2385,1.75,0.07,10.32
2386,1.08,-0.55,6.96
2387,1.73,1.08,11.15
2388,1.60,0.21,13.07
2389,2.88,0.51,7.83
2390,1.50,-1.54,8.73
2391,2.17,0.47,9.19
2392,0.86,-0.27,10.39
2393,1.97,2.50,9.44
2394,3.31,0.33,8.67
2395,1.49,0.32,7.95
2396,1.19,0.33,8.59
2397,1.02,-1.21,8.36
2398,2.65,1.82,7.07
2399,2.12,1.10,9.46
2400,2.89,2.89,10.48
2401,3.43,-0.13,7.43
2402,3.14,1.54,11.70
2403,2.34,-0.43,10.18
2404,0.62,0.30,7.79
2405,0.23,1.21,10.02
2406,2.20,0.92,11.49
2407,1.38,1.17,8.94
2408,2.16,1.88,7.97
2409,1.77,3.18,10.79
2410,3.58,1.60,6.43
2411,2.03,2.46,10.03
2412,3.24,0.64,10.63
2413,2.20,-0.32,8.67
2414,2.88,1.09,9.76
2415,2.09,1.38,8.68
2416,1.61,0.81,8.34
2417,1.37,1.41,9.09
2418,0.28,0.83,11.65
2419,0.98,0.10,10.10
2420,2.15,-0.48,10.24
2421,1.39,1.94,7.04
2422,1.28,1.87,9.39
2423,2.28,2.47,9.97
2424,1.96,0.47,10.35
2425,1.73,-0.34,10.50
2426,1.41,0.39,13.14
2427,1.96,1.06,9.61
2428,0.98,-0.57,8.55
2429,2.38,0.32,7.52
2430,1.07,0.10,10.01
2431,2.12,1.47,13.40
2432,1.36,1.35,9.22
2433,0.78,-0.08,11.40
2434,2.25,0.15,7.23
2435,2.66,2.14,7.11
2436,2.26,0.39,9.77
2437,2.05,0.56,9.23
2438,2.83,0.25,10.01
2439,3.12,-1.34,9.44
2440,2.70,0.08,9.57
2441,3.26,1.07,9.87
2442,3.51,2.20,8.74
2443,2.14,2.07,9.02
2444,3.06,1.80,9.21
2445,1.89,1.78,10.60
2446,2.15,2.08,10.60
2447,2.18,2.19,9.74
2448,2.87,1.24,12.79
2449,0.85,-0.17,9.70
2450,0.01,-0.82,11.14
2451,1.10,0.48,11.33
2452,1.56,-0.17,8.54
2453,1.47,-0.12,12.20
2454,3.28,-0.25,8.96
2455,2.52,0.36,8.84
2456,3.38,-0.54,9.42
2457,3.11,2.22,8.68
2458,2.97,0.46,9.19
2459,2.93,1.32,10.90
2460,1.89,0.70,10.03
2461,-0.14,0.23,9.19
2462,1.53,1.13,10.08
2463,0.80,-1.45,11.91
2464,1.41,0.68,8.97
2465,0.64,0.96,9.72
2466,1.13,-1.01,10.46
2467,1.53,0.22,7.91
2468,2.85,-0.92,11.22
2469,2.84,-1.14,8.97
2470,3.50,0.72,8.78
2471,3.09,0.53,9.57
2472,3.79,1.51,10.28
2473,2.88,2.32,9.42
2474,2.14,2.49,10.66
2475,1.11,0.49,9.29
2476,1.34,-0.14,6.91
2477,0.27,0.64,10.46
2478,0.91,1.41,10.07
2479,1.77,0.80,10.59
2480,1.31,0.60,10.43
2481,1.53,-0.98,11.00
2482,1.95,0.18,9.08
2483,1.72,-0.30,9.22
2484,2.01,1.09,8.20
2485,1.49,0.62,7.94
2486,3.75,-0.22,9.96
2487,3.03,0.22,9.19
2488,2.20,0.01,9.15
2489,3.09,1.22,7.70
2490,2.61,1.59,8.21
2491,3.22,-0.14,10.84
2492,3.60,1.56,7.97
2493,2.66,1.75,9.52
2494,3.34,2.37,9.97
2495,2.84,0.27,9.72
2496,3.20,1.15,10.73
2497,3.43,0.32,11.73
2498,2.02,2.62,11.69
2499,1.25,1.54,9.99
2500,0.37,-0.22,7.47
2501,0.58,-0.71,12.02
2502,0.12,-0.73,9.91
2503,1.38,0.30,9.20
2504,1.95,-0.49,10.74
2505,2.97,1.56,6.53
2506,2.19,0.96,8.87
2507,1.62,0.96,10.13
2508,0.99,-0.91,9.15
2509,2.37,0.44,9.52
2510,3.70,1.78,8.63
2511,0.47,-0.16,11.92
2512,1.06,0.19,11.03
2513,2.92,0.27,9.13
2514,-0.17,1.26,9.59
2515,0.32,0.24,10.08
2516,1.78,1.96,9.40
2517,0.66,0.55,10.21
2518,1.63,1.11,10.42
2519,2.52,0.98,12.37
2520,0.57,1.14,11.02
2521,0.68,0.89,9.28
2522,2.47,0.37,12.33
2523,-0.99,-0.51,10.86
2524,1.91,0.15,8.46
2525,0.91,-0.44,10.00
2526,0.51,0.68,8.91
2527,2.00,0.76,10.64
2528,1.50,-0.23,11.32
2529,1.37,-1.00,9.64
2530,1.23,-0.29,8.78
2531,0.27,-1.10,8.45
2532,0.71,-0.77,8.89
2533,0.58,0.25,9.32
2534,0.77,0.47,10.10
2535,1.49,0.49,9.94
2536,0.47,-0.68,10.42
2537,0.16,-0.73,10.32
2538,0.40,0.82,8.03
2539,0.00,0.69,9.30
2540,1.05,0.04,7.28
2541,0.09,1.77,10.59
2542,0.55,-0.50,9.97
2543,-0.39,0.68,10.68
2544,1.19,0.21,8.68
2545,0.36,0.39,9.19
2546,-1.87,-0.47,8.68
2547,0.35,1.38,9.90
2548,0.85,-0.17,8.30
2549,0.23,-0.11,9.31
2550,0.67,1.51,9.54
2551,-0.08,1.37,9.09
2552,-1.38,0.56,9.59
2553,-1.58,0.44,10.80
2554,-1.18,1.74,8.32
2555,-0.66,0.61,10.97
2556,-0.58,0.58,9.57
2557,-1.63,0.90,11.39
2558,-1.93,0.10,9.67
2559,-2.43,-1.67,10.38
2560,-1.56,-0.02,10.47
2561,-2.32,-1.13,11.76
2562,-0.23,-1.43,11.57
2563,-0.28,-0.81,9.43
2564,-0.79,-0.29,12.95
2565,-1.63,-0.66,10.86
2566,-0.63,-1.75,8.47
2567,-1.75,-2.89,11.70
2568,-2.57,-2.38,11.67
2569,-0.42,-3.04,9.75
2570,-0.80,-0.14,8.83
2571,3.15,-0.24,6.27
2572,-0.35,-2.15,11.60
2573,1.17,-2.87,6.66
2574,-2.06,-1.56,6.65
2575,2.61,2.38,3.37
2576,-2.42,-0.48,7.94
2577,-3.10,-0.28,8.20
2578,3.68,-1.53,12.24
2579,0.24,1.05,6.94
2580,-0.99,1.43,7.72
2581,0.11,-0.66,6.24
2582,3.75,-2.59,8.70
2583,-0.96,-3.97,9.89
2584,-2.28,-5.28,7.86
2585,-6.61,-2.44,12.67
2586,-2.32,-0.81,13.72
2587,9.83,1.11,19.61
2588,0.76,-0.16,14.58
2589,0.16,-0.13,16.74
2590,1.91,1.73,4.61
2591,2.94,-0.36,13.16
2592,1.12,-1.81,12.18
2593,0.50,-0.69,9.64
2594,2.35,1.49,9.46
2595,1.72,-0.92,8.52
2596,1.43,-0.72,8.15
2597,1.11,2.78,5.15
2598,-2.62,-2.45,12.71
2599,1.19,1.00,10.22
2600,1.24,-2.10,14.61
2601,2.17,2.57,2.79
2602,2.37,-0.74,11.99
2603,4.52,0.50,13.70
2604,2.60,0.77,6.33
2605,2.23,0.03,6.54
2606,1.37,1.29,3.60
2607,1.89,0.98,7.42
2608,1.60,-0.45,1.14
2609,0.41,1.54,11.38
2610,5.22,0.22,9.80
2611,-0.97,2.06,19.61
2612,4.47,0.73,4.02
2613,-0.23,-0.70,4.69
2614,2.90,0.42,5.37
2615,2.51,-0.65,11.81
2616,2.19,-0.62,11.04
2617,1.71,1.20,2.81
2618,1.18,1.22,13.65
2619,3.17,1.48,12.53
2620,4.30,0.60,9.65
2621,-2.83,1.39,15.32
2622,3.10,0.48,4.42
2623,-2.79,2.07,17.58
2624,0.94,0.27,8.87
2625,4.56,1.13,3.25
2626,0.19,2.16,12.07
2627,0.81,-1.41,11.23
2628,5.14,4.65,19.61
2629,-0.21,0.36,16.53
2630,0.88,1.52,5.11
2631,2.09,1.09,7.85
2632,0.04,0.45,9.01
2633,-9.50,-3.88,3.18
2634,-0.52,0.68,2.52
2635,2.09,0.43,11.14
2636,4.55,3.07,6.28
2637,-0.79,-2.20,16.10
2638,5.42,0.24,3.13
2639,2.32,-0.40,6.91
2640,8.37,3.45,3.66
2641,-2.15,-0.02,19.59
2642,1.42,2.78,10.74
2643,-3.71,-1.08,16.30
2644,6.66,-1.02,6.19
2645,-0.69,-0.72,7.64
2646,1.82,-0.19,9.89
2647,2.82,2.25,4.93
2648,-2.09,4.21,11.57
2649,2.61,-0.31,12.61
2650,6.65,1.26,-0.19
2651,0.65,-1.20,11.58
2652,4.66,1.34,9.85
2653,1.81,3.02,15.82
2654,4.65,-0.19,10.49
2655,1.23,-0.52,12.31
2656,2.01,-0.50,10.31
2657,2.82,-3.11,13.26
2658,1.92,1.06,11.11
2659,-4.69,-1.88,13.92
2660,3.04,-0.75,10.62
2661,0.29,-2.38,11.19
2662,2.05,-0.13,6.57
2663,0.12,0.89,12.78
2664,-0.09,1.87,8.97
2665,2.15,1.12,4.50
2666,2.89,-1.95,10.03
2667,3.44,-1.34,7.97
2668,3.22,-0.19,6.78
2669,2.04,-0.46,11.08
2670,1.98,-0.16,8.12
2671,2.07,-1.42,12.67
2672,4.16,-1.31,9.48
2673,3.27,-1.16,4.83
2674,2.50,-2.08,13.80
2675,1.15,-0.42,10.85
2676,2.05,-0.31,12.08
2677,1.97,1.67,10.70
2678,1.34,3.11,10.62
2679,2.12,-0.58,14.50
2680,1.64,1.95,1.90
2681,1.73,-1.17,13.12
2682,3.19,-0.99,14.40
2683,-0.13,2.22,7.81
2684,-1.75,3.18,6.73
2685,4.41,0.87,2.71
2686,-0.85,0.31,16.04
2687,2.22,1.65,11.38
2688,1.34,0.90,14.20
2689,3.52,0.16,7.58
2690,1.59,0.07,11.90
2691,4.28,1.32,4.48
2692,2.30,-0.84,10.71
2693,0.40,0.49,13.34
2694,0.10,0.62,5.12
2695,1.85,2.73,9.96
2696,1.40,2.94,10.78
2697,3.40,-0.24,11.51
2698,0.08,-0.80,10.30
2699,2.40,2.83,6.66
2700,0.97,0.32,12.51
2701,4.97,0.10,0.89
2702,3.29,1.95,9.67
2703,5.72,0.88,7.42
2704,1.24,-3.32,13.76
2705,2.05,-0.72,10.72
2706,1.68,-0.99,7.30
2707,4.33,0.10,4.20
2708,1.89,-1.70,13.89
2709,2.55,-1.10,9.15
2710,-1.10,-0.36,10.28
2711,0.97,-0.61,11.26
2712,2.89,-0.56,12.41
2713,-0.03,1.96,12.12
2714,3.14,-0.21,9.39
2715,1.16,-0.32,9.81
2716,1.93,1.15,10.66
2717,2.82,0.06,12.11
2718,1.36,-1.31,11.37
2719,2.45,-0.52,8.48
2720,2.54,-1.56,12.95
2721,2.38,1.97,11.77
2722,1.90,-1.06,12.30
2723,1.19,0.95,11.05
2724,4.34,1.29,5.52
2725,1.87,0.99,11.70
2726,0.99,0.06,11.67
2727,1.43,-0.52,11.45
2728,2.35,-0.20,12.17
2729,1.77,-0.17,7.86
2730,2.29,-0.40,9.68
2731,1.69,-0.72,10.51
2732,-0.94,-0.03,10.36
2733,1.58,-0.60,8.43
2734,1.07,-0.35,10.62
2735,1.02,-1.73,11.20
2736,1.07,-2.24,1.50
2737,0.82,-1.18,9.98
2738,1.24,0.39,10.38
2739,0.39,0.12,10.61
2740,0.78,0.69,8.44
2741,1.36,0.23,8.67
2742,1.49,0.04,7.55
2743,-0.94,-2.04,9.68
2744,1.12,0.06,7.84
2745,1.46,1.82,8.18
2746,0.45,0.36,10.06
2747,0.16,0.16,9.11
2748,1.44,-2.36,7.08
2749,1.57,-1.04,10.53
2750,2.32,-0.84,10.49
2751,1.40,-0.83,10.09
2752,1.29,-1.15,9.52
2753,2.08,0.20,9.10
2754,3.73,0.71,6.17
2755,1.91,0.65,8.96
2756,2.16,1.70,9.84
2757,1.25,-0.01,12.87
2758,1.70,0.31,11.09
2759,2.81,-0.66,7.29
2760,1.57,-1.71,9.06
2761,1.43,0.73,10.18
2762,0.97,1.06,10.64
2763,1.97,-0.88,11.61
2764,1.26,-0.28,9.70
2765,1.98,-0.55,8.83
2766,2.41,1.58,8.29
2767,3.65,1.20,10.18
2768,2.05,0.49,12.28
2769,1.56,-0.28,10.94
2770,3.37,1.81,8.04
2771,1.70,1.03,11.22
2772,3.54,1.21,8.50
2773,2.59,0.05,10.12
2774,3.02,-0.33,9.34
2775,1.40,-0.06,9.97
2776,4.26,0.34,8.18
2777,3.39,0.18,9.86
2778,2.40,1.58,11.09
2779,3.00,-0.15,10.88
2780,2.50,0.58,9.81
2781,2.26,0.75,11.83
2782,3.93,-0.67,10.03
2783,2.64,-0.91,10.07
2784,2.36,1.06,10.07
2785,2.35,0.05,9.70
2786,2.09,1.24,8.12
2787,1.98,1.87,5.09
2788,3.30,0.46,6.93
2789,3.08,0.36,10.34
2790,2.15,-0.95,11.29
